geography_code,month_index,addressable_prevalent_pool,source_file,source_value_type,transformation_note
EU,47,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,48,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,49,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,5,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,50,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,51,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,52,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,53,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,54,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,55,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,56,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,57,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,58,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,59,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,6,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,60,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,61,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,62,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,63,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,64,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,65,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,66,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,67,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,68,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,69,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,7,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,70,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,71,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,72,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,73,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,74,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,75,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,76,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,77,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,78,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,79,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,8,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,80,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,81,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,82,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,83,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,84,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,85,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,86,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,87,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,88,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,89,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,9,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,90,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,91,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,92,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,93,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,94,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,95,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,96,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,97,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,98,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
EU,99,1041.666666666666666666666667,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,1,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,10,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,100,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,101,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,102,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,103,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,104,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,105,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,106,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,107,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,108,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,109,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,11,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,110,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,111,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,112,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,113,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,114,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,115,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,116,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,117,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,118,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,119,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,12,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,120,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,121,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,122,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,123,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,124,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,125,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,126,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,127,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,128,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,129,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,13,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,130,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,131,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,132,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,133,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,134,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,135,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,136,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,137,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,138,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
